3000
18234; 45562; 28773; 3013792152608007771
27159; 84373; 7234; 2935757584026821909
33015; 54907; 37313; 3593191221548869136
75340; 59902; 39428; 2667206200213640816
82907; 77628; 48227; 169189415209032706
81244; 72190; 91638; 380556074163296618
39843; 39861; 34831; 3186255011000147726
46457; 18270; 79791; 6636116429125380477
53701; 30525; 29137; 2684072926989947124
12575; 30539; 22; 9022924461165762849
74745; 67790; 27656; 5544205697035327189
81133; 92100; 37270; 7311699844423256484
15208; 47484; 19348; 3274293609768242396
22010; 37300; 47149; 3298304392161726377
72781; 6148; 26399; 520819274085806557
60253; 74702; 27069; 4153918212300524468
40639; 62765; 31159; 3940948338958292085
55548; 81943; 75542; 550370838305676266
48124; 43043; 59072; 6786691958011970712
15596; 3328; 7847; 8465397479737009767
86800; 25912; 80545; 6773907463065764090
18176; 12366; 23172; 8931578989374786020
84681; 85355; 59488; 887038059470984898
14367; 15582; 78029; 3754449203599444376
30328; 68906; 28531; 1826280636418946711
63716; 21588; 23163; 8465075062541352132
22744; 84783; 62172; 4346518555486926851
28504; 35811; 15098; 9063838825128224374
32369; 71146; 70790; 7031346139179519761
40531; 4748; 9714; 812964339841560556
79314; 21955; 47376; 4156984897032258615
28840; 81213; 79734; 3057685406753326465
83472; 30862; 81000; 6637515551000497521
86323; 79872; 38142; 6293624501761090978
50530; 82054; 76707; 1439547495571851011
63959; 8773; 72417; 4062800824829935611
69443; 46149; 63682; 9020520227923183050
6346; 16987; 85698; 5681643635717328914
66944; 87631; 35024; 1276271809494678640
15522; 16089; 15323; 325073752323732824
43837; 633; 76821; 3662502044866535932
17993; 87050; 29511; 4628722962629379249
32040; 29935; 38646; 1155126246929817607
21913; 5077; 12923; 5819454603495737875
52084; 29508; 26840; 8728766939856432173
28715; 49216; 45537; 2715613115476721806
54235; 66739; 83595; 4791974081070935132
75960; 76833; 62005; 795896930641852762
48519; 87739; 25900; 8718572715337735215
66827; 7143; 20370; 414858504491767568
11838; 27052; 64281; 7614347779124639149
15839; 38899; 84796; 6516516504655614148
45820; 25375; 44797; 7192633319038431012
20025; 89257; 5880; 4187062349794763359
50982; 22001; 73548; 1343331334616785737
41349; 81189; 52576; 1932927494758133226
89131; 91961; 81514; 4520669899647160270
1762; 9385; 38694; 3964586667034435423
83706; 63915; 19865; 1658588442512620597
61241; 72696; 67793; 7850014283922559059
36597; 75205; 74904; 8553933142429642958
85701; 87934; 21186; 5700495628021448750
51101; 40927; 69074; 7967279221930284443
84903; 53486; 65515; 6702562200353454212
78649; 56340; 47006; 2052497405953961922
9584; 4853; 11712; 3778562042636657520
82793; 41780; 25804; 8469346275552778753
20309; 89218; 62636; 4540056962976113403
88523; 52329; 50020; 4037291197825166363
54967; 86172; 56622; 4329473313938752833
18182; 89934; 87751; 4438312459134287703
81305; 65029; 13861; 6706236173382234116
65717; 38427; 69044; 6542390465479591755
87304; 77148; 37548; 8931019638646988504
6705; 73128; 26523; 8451691612021066477
17752; 73550; 36258; 1210047894623406977
7370; 25089; 42461; 8972850448551931427
86084; 72587; 91487; 4118049668846375829
1524; 14622; 7874; 5475397061559375725
81213; 88984; 79882; 2445283816937709321
29866; 79357; 12537; 5512107876496766055
20387; 42262; 50263; 1507161037226598205
50839; 87869; 41796; 7710328906797397227
68059; 55798; 77952; 5323799580353710460
55432; 18093; 795; 2094924527798982415
42901; 56561; 80633; 2597904532261337728
22373; 82294; 73057; 6167397730291649215
6009; 21610; 44941; 8685202669396701391
17869; 86621; 58801; 6500923297844098899
81011; 11385; 60638; 4093820807126561343
64812; 59035; 84763; 8110433413759241765
80095; 90627; 52210; 8503914474756927442
54675; 64051; 66054; 7346621487057910881
68079; 40968; 35285; 4278477081789909694
15695; 37971; 4262; 4957875355460379036
80944; 71891; 33314; 6232050693622871219
90310; 45622; 9945; 2276265210996539033
90147; 80985; 30364; 4783187596079983117
27866; 10179; 40366; 9062451859474740067
21798; 59503; 2493; 6720303585688641882
62638; 56846; 30575; 4381481948130123327
86149; 90477; 39990; 5194099441769264989
2845; 61381; 29490; 5571989515858594889
1028; 2636; 44592; 4856772629569485708
78227; 59291; 80679; 4599385460274653526
23008; 5109; 302; 7658612073433450017
27113; 54255; 10314; 2318956044475173696
82383; 14256; 35106; 6763747184036125677
83331; 10984; 75165; 7931756960702173066
86987; 73010; 2706; 2790176767074220405
23559; 53838; 68530; 5861982878996428029
64553; 38325; 18213; 2832106708424488607
32241; 65556; 91354; 3475203143806983920
23476; 16011; 30706; 5453977763127134260
55316; 47226; 73394; 2962280893958825852
7055; 49202; 69346; 7217412341213912799
37535; 27820; 9951; 8485086498835421532
55285; 72929; 71629; 214559857593923001
49541; 29811; 48062; 3163650135187880033
19838; 36319; 62383; 2641706478041762799
16695; 6623; 70460; 8637071421234012787
37016; 85867; 70368; 2717118155399465220
7957; 88630; 31585; 2663880469860531444
10482; 74359; 81844; 5122157371939589023
69061; 78073; 58475; 5374556597191756903
34758; 21287; 41526; 6797067397403967692
72950; 74970; 5726; 8701131983784572888
52994; 89317; 84202; 7842788493067780813
32447; 20736; 57953; 925425826620700739
35722; 8282; 21060; 5371392390138484473
35133; 20343; 10650; 8432643457991448593
42659; 71545; 64613; 6476525885062578782
47699; 44525; 5752; 7242784986451677700
42501; 59524; 13445; 2848681784485651779
31963; 24962; 6361; 8768839162425715282
4132; 50605; 22593; 2942399926211191506
59650; 10798; 45049; 1098562031536382126
13125; 63295; 15560; 4212766904964334251
37715; 23622; 32496; 7258254010691418194
51555; 50173; 40976; 2531981658787265529
59427; 47898; 29791; 2539044311621070567
780; 63290; 29019; 6167658141106275900
41204; 86159; 76761; 4689257369053352279
48191; 32540; 87904; 7578144261250434471
75934; 49611; 91187; 3595516912825824600
77764; 27702; 3198; 1062824442289238003
80378; 49728; 77630; 6887000691820336186
35593; 84142; 17569; 3962187747579875887
44905; 79285; 33173; 2667476553451426061
74901; 57625; 85513; 7670777099319965034
83679; 47468; 1967; 5737686882561875770
76000; 70870; 13336; 4267392627264547706
61172; 10119; 41797; 448603133800618075
63548; 28963; 9172; 6415129369328205624
1470; 55090; 44998; 5767597958015343969
10090; 51845; 39968; 3478704088728843677
11979; 62942; 60695; 6497063007473311788
35703; 21304; 65532; 1251371122671484093
13226; 73055; 53617; 4576411779869670074
77163; 76293; 40300; 8921588109557069488
37039; 19235; 86224; 2019221243224418023
30735; 67841; 86612; 6207907880728388340
4665; 24822; 68621; 4317085984329827102
86191; 42518; 9681; 2404687181629839802
84494; 39410; 23850; 2731119286398599847
26860; 40187; 29196; 6333565042601726549
43301; 88580; 85391; 5575971868922334362
21911; 47945; 86065; 8112990889291280969
31836; 2199; 38880; 482174237411420604
43650; 11368; 25987; 2893216881788216505
80998; 16837; 74798; 6991732658225400561
27767; 21395; 59577; 1962130018146345781
53385; 41583; 5275; 3490873779276140158
23468; 3001; 85566; 7480561731167102580
36608; 86034; 42225; 3095839930842694428
31868; 54511; 82604; 2943326460706761701
63414; 47666; 39288; 4188490537918463551
61036; 37409; 18984; 3838512034135959973
74298; 28673; 31636; 8662936398928350936
60592; 62308; 12538; 435056212199305106
39856; 89076; 74803; 8715719792885517319
23455; 81046; 87211; 5905398144213064272
63651; 35848; 7567; 1285404061728436353
73692; 56363; 51219; 5494834966660155413
74608; 24687; 60151; 1798478595036921211
35579; 88647; 63785; 2782740592676544779
50336; 51160; 88698; 6915536420536926715
37015; 38908; 61294; 6893662615365861925
41189; 75271; 69572; 7537946417591084593
33192; 5759; 2346; 2033620897260253601
1016; 54674; 67878; 7510603448380703800
32385; 24775; 86791; 9044975887524992661
75110; 45400; 39834; 7040924227533241533
25643; 76926; 73489; 5493953922481146295
91524; 83847; 84553; 7608084730801117510
60526; 34103; 53103; 2789600226167777754
63458; 67630; 39312; 7294162688178691014
81428; 31374; 84782; 7282368743301598473
36704; 87919; 70155; 1422586325723034384
68925; 5153; 91052; 4491515221088584459
75012; 74535; 884; 2290907506417581770
51787; 32596; 46265; 7015078672489155261
10958; 62849; 82371; 2928709836847957382
4553; 62793; 74221; 2617493461347950886
28213; 16476; 89244; 3985753840700629211
56207; 84368; 77700; 8040636176377725013
2585; 70116; 64305; 442060361160508126
45322; 19692; 88601; 9030837963690117495
1754; 60841; 2633; 8896338765126338536
65827; 92182; 8085; 8928401793860209910
26880; 52436; 10975; 3404402248927855531
19054; 89652; 46260; 3871113660279015320
72573; 86532; 43269; 6863300170925807363
74557; 85601; 23437; 3193744035386289453
4366; 3419; 4710; 3453099461369370224
67578; 6746; 28379; 5978167885095431041
67823; 70715; 44007; 5745893809710814896
44817; 28135; 58459; 3070947031510442553
85348; 35577; 36389; 2974476711814283820
78243; 28277; 68664; 2868454325689199248
68193; 5366; 49572; 467204688539289225
66584; 66857; 46531; 3114055238961312925
81923; 48814; 31179; 6266851869818678775
53885; 21154; 89522; 3415236296145069655
47383; 9410; 89841; 2046893004467451530
20302; 79031; 66621; 8420817432023780389
91795; 75776; 31109; 2958319497800116982
2173; 66827; 91346; 8828593983673589160
45844; 7900; 65961; 8564394833323637714
46585; 77079; 63228; 5110257652281644223
23881; 42060; 48503; 5817186901849665734
33831; 42982; 7985; 3757714728722079902
89799; 40743; 36180; 1128056526157690448
46471; 89588; 46367; 8030963774686145647
61150; 64561; 84186; 690767379529517652
19515; 70012; 8480; 6912205200700665546
24741; 11024; 80072; 91210482975918323
66894; 47576; 37585; 5233045026499635665
47152; 90594; 10529; 626506006723049661
89503; 68494; 54411; 6161032490205714378
80788; 37488; 7752; 3351040521175021841
67265; 74338; 43307; 4740133418638166953
21842; 70034; 67655; 1967069953865051191
47075; 69227; 24830; 3416360409479231131
85697; 69627; 17550; 8696283463810136785
16965; 34664; 82544; 2217687662522331456
19283; 64635; 2974; 2947578990356763137
39188; 9704; 26142; 5878538087150845634
56258; 3149; 32818; 1526723925033119494
87212; 18530; 28934; 7456376266898393221
2257; 5300; 87537; 5032606512195191982
31918; 63351; 1338; 296739872678104823
56495; 14444; 77125; 8957239986911327708
51512; 81176; 51709; 7899614743290839294
72010; 47196; 14292; 497575268801245111
36848; 10955; 54179; 697504139582067374
51776; 23066; 88338; 1800624907020757376
50177; 53620; 28006; 2099874605726323180
31942; 62260; 57419; 9074495265287069059
76330; 31358; 6214; 3006336802617102543
49722; 10392; 17817; 3990783548735632906
61905; 71293; 34587; 3095616347349767137
6386; 83587; 22565; 8895635747853683275
59151; 49167; 18643; 168696902467147709
44490; 59911; 53334; 20400067479879448
51100; 51512; 17539; 2418185667931213593
60029; 18103; 8659; 827607618893029746
42525; 38946; 83957; 4596114543037254590
15654; 47468; 14488; 4820467108110286909
2508; 24465; 17460; 6332003888843225415
8180; 81075; 15544; 2124912629865428925
52778; 87326; 80740; 4664330891722676259
70529; 39034; 20591; 2669878449066690167
53533; 47950; 58898; 2725400738842936114
13166; 9756; 55970; 5460669271425243077
24811; 43530; 175; 8561098830050120715
74906; 56324; 25675; 7315721540424235138
41587; 78429; 38233; 7878951184905336587
85390; 70368; 54021; 5640221738027563389
79072; 88088; 1998; 4885300242039258192
56153; 47978; 31031; 2314541014918634543
10065; 19429; 37705; 1725378585288130605
87669; 81556; 85127; 4725676938444307794
345; 6427; 80308; 8301004014173314992
30445; 7930; 11093; 4129852416912431917
77671; 65524; 90236; 3529582963676033361
19519; 11447; 74255; 435915015382531445
29424; 50755; 33830; 6924733569715792649
35806; 28132; 71217; 1813316306156109358
10896; 12206; 89201; 6093064454981385994
39854; 75445; 25799; 4384443480785729359
63133; 12670; 21253; 9014008894603150466
28601; 61603; 44374; 1558601066114371715
69882; 36478; 8139; 1823988384092789705
41199; 87129; 48003; 4226618248600994099
35055; 4084; 64898; 1730091059996663566
79264; 45401; 72593; 6341474162961911546
9958; 21377; 29548; 563365516572941269
45541; 60805; 13485; 8527157071768986405
1438; 76830; 26298; 7236453841263390491
59588; 14321; 83776; 8381588172392710311
294; 92186; 58371; 8142773673386663231
33262; 30615; 73336; 5476606522412381315
39693; 44199; 40420; 4447830354706172331
82338; 7860; 85126; 4678228499802195377
36787; 68963; 51508; 8182384781363416973
39876; 84495; 48052; 7411815007093991874
83586; 28741; 88720; 1655905438437426592
58276; 66920; 88401; 1376312488258668413
52694; 80639; 84235; 5812694201088915544
70017; 24458; 26181; 4716387565988841977
20036; 92161; 22439; 2895332644425818250
62111; 69330; 77971; 5658249087365216084
10931; 51685; 73212; 5285421497124298127
47745; 78734; 83254; 2802041898982594352
46752; 72561; 44878; 6006419719563935669
43878; 57468; 24833; 2492476014498045811
3626; 14789; 32826; 2243220409744036049
9182; 49479; 41541; 4700321480249883842
34545; 42647; 9555; 1296318069429524410
7620; 59411; 34453; 6087805012359948897
33541; 71130; 10881; 841794976470125666
41803; 19017; 67187; 1122982540184398584
42844; 7880; 21749; 6897806515691142866
88790; 63071; 8568; 7016021692643463668
19520; 43926; 80730; 4620444280747054207
65898; 42282; 38773; 8843294565760020300
24814; 40052; 36561; 6403793602663873506
40570; 63482; 87495; 2169822569687307125
44931; 41992; 54386; 391585430840650197
13890; 80804; 77594; 7145850863784179356
56899; 53842; 69195; 8163367833512980542
90554; 36188; 22750; 3163607499316371327
54986; 2040; 40846; 6035153661698843210
13963; 51488; 15096; 3695141530226340014
10923; 89263; 11062; 5165011726967734587
69544; 58865; 13835; 5521054976718195255
39054; 89618; 39373; 7553815964089739103
37344; 22991; 51119; 2844150279123511635
345; 79144; 21582; 4794064007050479520
80526; 38008; 75418; 4203773206973554892
22585; 87976; 52981; 1573998599748553687
1884; 28778; 87900; 1667787462290797203
1449; 64812; 17095; 3728277536916229120
9729; 51667; 6755; 2609660972160634503
8151; 45431; 61572; 2764505782101738494
7816; 21073; 1719; 6583232843805710901
51794; 42150; 69308; 6806041244564059648
14459; 55608; 68067; 8670678142295584887
26489; 56718; 6566; 62720212649030309
39035; 67762; 27783; 7659517791424213967
44775; 78330; 38880; 4284755664083005837
85043; 32557; 75987; 4971839105451817288
75837; 37732; 7712; 2428388402667732049
16534; 55884; 37249; 2257069205583496131
65819; 22298; 78082; 6652275292152343655
33035; 6858; 39635; 4910067986503457519
59414; 1507; 92130; 7552584785591225676
49507; 10852; 40940; 8452028185943160046
51111; 32940; 55356; 4820082609755014529
43602; 71211; 10195; 536061253078638998
71421; 1444; 26930; 8085545717933219235
9511; 72252; 66768; 1223717538687918326
84927; 90915; 10846; 3459600182618182361
59504; 27944; 27673; 8549839328848601338
45216; 193; 52006; 2548920635494680616
48921; 36881; 31263; 6306322512660205860
1934; 22117; 52910; 2265626800675374828
40865; 56615; 63620; 3322573160136863138
55617; 32896; 80868; 3983806739327372968
47968; 66886; 10317; 3768226158737353329
86998; 7309; 89463; 5058864321467127874
90977; 63928; 68177; 7615550183655066831
5079; 40263; 64650; 2864541667290951310
83189; 90374; 91226; 4163049942223257544
85589; 38882; 65393; 1795466271792605255
25517; 11353; 29161; 1640949154069837788
62192; 48441; 46741; 5065536868751847922
66328; 67258; 11514; 8336665940550231327
13198; 54348; 69387; 1205526586645899870
15790; 79451; 62466; 3151403311835493457
19067; 20601; 48419; 1739942890807870030
17152; 45785; 38301; 39303918175412037
62362; 45081; 71024; 9188206349135925308
52805; 2497; 19597; 9078880527278980847
33658; 78003; 51765; 6725647718168504081
16422; 80903; 18399; 3947597248676525058
87002; 80701; 17074; 1497526138876836611
8059; 83091; 76668; 7662147228343032241
67273; 34170; 2836; 3901916615965619590
69792; 87970; 43120; 8090564131791264018
57976; 50131; 75776; 4582035094537455881
8475; 12745; 20880; 6452699965125069221
32065; 17437; 80803; 3761956058612597848
17959; 2996; 82049; 361380219789017800
68212; 84332; 72621; 4115616044347877592
86504; 88823; 30669; 7485233785633935129
57064; 21331; 41056; 2002345979955354564
48995; 36738; 40380; 7934952936630724409
610; 50562; 66739; 4553182876979971956
13082; 20418; 5159; 4588610000661916924
84177; 78394; 25824; 7125472348211859931
52725; 35088; 3000; 1380289734315989413
5383; 88120; 70315; 2814794256702092425
91358; 57200; 82982; 6651713189543808648
50777; 55176; 1093; 711251509931059409
90578; 17618; 88867; 5362173017617061893
78150; 60860; 12017; 6789944731180407847
51293; 83710; 69138; 1842329228995214625
37738; 64041; 47853; 2876929086402168363
52876; 51590; 14735; 2413288108913719515
55489; 39104; 51951; 7113406865993297589
35353; 74368; 87148; 5864382495517228160
77346; 48995; 28631; 1531233005305705112
29660; 59905; 37816; 3347063253795266870
11744; 62471; 42184; 4851348243020552495
73327; 70602; 91138; 3365268912046405859
48770; 51318; 15296; 1734964026350339515
86735; 66798; 66941; 6676448666766072711
5837; 70154; 43993; 6645128055755610999
79904; 81459; 75693; 2344555992371088331
42838; 89111; 88198; 1769060451217659629
90970; 749; 38837; 381485138799943718
39544; 89164; 15056; 5575465348819036789
88710; 41631; 36361; 3884320182705392251
82677; 32796; 9224; 2734851240744967784
53672; 48312; 49562; 3682596952488322146
75680; 20092; 4998; 3272392579516785600
66651; 5105; 82626; 1542280142914318862
79383; 18547; 84095; 5521918399059994888
37827; 85917; 81625; 3594390593508561534
51748; 91084; 84776; 1173099743386428972
26754; 24044; 356; 7343498956619859615
83233; 20194; 26507; 2153173946386099332
18053; 41845; 28742; 6059080995060874708
70907; 1188; 75061; 1263396411899931074
27448; 23218; 46496; 781915046631203331
61161; 8103; 90172; 356526952880586423
60939; 19340; 65358; 7890475282843799103
55683; 66635; 31931; 4302602494790292175
22149; 30062; 8822; 7562959868491281973
1734; 23905; 58407; 4313368716689720650
72930; 51668; 67035; 294581132429581014
30146; 9205; 49952; 2138431934078742464
75702; 89961; 75762; 8012915123318432931
52011; 33737; 43943; 6553895166710586973
60429; 22584; 67088; 3855691966947580615
43540; 55430; 16020; 3508421518409829988
42823; 385; 35947; 4411402260365459347
77308; 38664; 85419; 1307301798021025817
16764; 81835; 24292; 5847139188508590217
67715; 21611; 64358; 186772492502193591
39273; 26890; 74524; 7052948621140363663
3372; 12933; 15808; 1186946530265037420
87825; 64784; 29699; 1044446254334027447
44913; 51533; 13133; 7302732554212625241
75345; 28084; 33862; 7614281018330081950
70054; 4666; 84501; 1299003343139286654
8886; 24964; 51397; 191178756431449568
54134; 30466; 6466; 7929890064683241495
17250; 88425; 21336; 8128173100849804017
36507; 84655; 71339; 8809344410411115840
17466; 18271; 35291; 4974656419404106078
6591; 23295; 50511; 7407395989201736461
21060; 17200; 46519; 8221136089522095655
43235; 50519; 47713; 5859769107216973666
66602; 296; 82706; 3621938038867947589
2566; 12529; 86342; 5959945464656023699
85079; 63982; 13187; 8554142756795029412
38026; 27444; 6702; 6181529373453499635
40604; 73490; 6602; 8743939845712617548
77299; 45116; 16769; 2537042971481918041
14363; 53027; 85501; 2036853915462192909
68325; 45626; 10902; 7943095572090197809
1504; 88356; 46013; 3931010520324118984
79818; 22479; 90964; 8611744393161270443
80423; 43735; 62577; 8288408062007704973
41240; 19274; 29391; 1392234420346307667
44785; 43483; 46937; 2697738677731225857
70260; 9605; 44653; 5240966880632413105
37413; 19997; 85183; 7178974733233185640
90489; 80302; 30974; 5785364135077688766
73365; 7789; 36499; 495973241773889840
90961; 34550; 65592; 5559009322094248248
75858; 41940; 41150; 6800296452335661736
7284; 64405; 24964; 1259777449392460301
6889; 17424; 47400; 2498429927731935482
13657; 75880; 86688; 1176573093447739888
171; 45621; 11053; 9065431749123089717
56708; 39017; 79375; 733496615029348116
75168; 90958; 20909; 8755641881126105761
7131; 62306; 85697; 8739580965470927332
51668; 43854; 36072; 4433237268151896741
73616; 15615; 63315; 5873601219136824429
29247; 73574; 45262; 6877704270374725084
4308; 76317; 36387; 8431956948141533829
14055; 4930; 3226; 2622789327203057067
1435; 32248; 26707; 2995221170708845579
16094; 75391; 27225; 8623372849315222346
83911; 91850; 54226; 8163094502632536050
60619; 57757; 8203; 6964484965180858255
67980; 42722; 87904; 115181539241576425
88072; 19663; 68782; 7893120630810116843
43296; 21334; 510; 509733443266359210
32832; 72593; 31325; 503563206355346374
49938; 64825; 87395; 8851021666597457552
41176; 34489; 89039; 7155557728393097452
18810; 71446; 64996; 1063507382795242253
37190; 71223; 30817; 143967334441106131
86826; 5547; 1161; 1801915083740581275
55398; 83225; 61215; 2943410494162775879
14958; 85721; 29475; 7060090642632106597
16714; 20544; 4832; 7111582727124616506
33365; 83624; 31807; 2630439001377840406
61960; 4490; 80969; 9006584171747954754
22065; 26682; 54885; 5548404367937905433
20349; 62266; 83272; 4280186114265800364
73924; 66238; 4389; 7815033109147830339
12528; 18025; 84295; 5983626847494826229
75063; 40283; 60975; 4534126299729155599
30642; 61317; 82830; 1764344804917146278
25357; 3116; 84460; 8052869673804709017
34814; 20448; 43708; 7866110957800647251
14117; 87227; 66775; 416699801053725815
5262; 54227; 18328; 4194530980879906375
49939; 12656; 58432; 3263344484850903116
61617; 64325; 5955; 4500985514874795399
82398; 48994; 33347; 562958076018493723
54845; 46255; 47542; 2411670363888218935
17131; 46741; 42910; 5560218807696774171
85174; 47134; 66015; 1624512989799768188
53876; 84389; 84522; 9149811912075942389
4990; 91743; 49663; 7357199051500240138
34248; 66644; 74480; 2558956117923361253
72654; 60832; 8742; 529354801922040772
56607; 84624; 41142; 6278748680864873323
37192; 10208; 4210; 2264276616091933385
36588; 91791; 72642; 4237094770301858862
47404; 6489; 27017; 4832032920062485647
78833; 52285; 55501; 8660175978022443293
90812; 44608; 32406; 1699502177637397341
30801; 78263; 2244; 4881084632753435597
54757; 36326; 25477; 6694407716687550894
83175; 61496; 66477; 7327987648214745128
63109; 34141; 24256; 3770831485791088861
27361; 31490; 73544; 4479415348344189354
80937; 71372; 2132; 7354783615437608291
85779; 2892; 52702; 6153946997003850819
8290; 74993; 31446; 4945015654725931873
79158; 16650; 70777; 7553598505156306615
14665; 79610; 74963; 1914955855568423332
83155; 88707; 6331; 8110763019557702741
48563; 91568; 52493; 8142141771802688238
21872; 55258; 33835; 5825786304159583435
64376; 74973; 80774; 1205627292794559546
